error,peso1,peso2,peso3,bias
7.000000000000000666e-02,5.676440936793056835e-01,-2.003273018221790047e-01,-2.676669299761615939e-01,-1.399999999999999856e-01
1.000000000000000021e-02,5.938888976865507319e-01,-1.869056390646617327e-01,-2.882294712918644364e-01,-1.399999999999999856e-01
1.000000000000000021e-02,6.349509161414976788e-01,-1.714571415692859313e-01,-2.736107757801309326e-01,-1.399999999999999856e-01
1.000000000000000021e-02,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
0.000000000000000000e+00,6.658521679747990696e-01,-1.542928230283181767e-01,-2.609649225304042086e-01,-1.399999999999999856e-01
